county,zip,address,snapshot
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2017-05-02 06:07:25
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2017-05-02 06:07:25
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2017-05-02 06:07:25
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2017-05-02 06:07:25
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2017-05-02 06:07:25
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2017-05-02 06:07:25
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2017-05-02 06:07:25
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2017-05-02 06:07:25
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2017-05-02 06:07:25
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2017-05-02 06:07:25
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2017-05-02 06:07:25
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2017-05-02 06:07:25
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2017-05-02 06:07:25
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2017-05-02 06:07:25
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2017-05-02 06:07:25
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2017-05-02 06:07:25
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2017-05-02 06:07:25
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2017-05-02 06:07:25
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2017-05-02 06:07:25
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2017-05-02 06:07:25
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2017-05-02 06:07:25
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2017-05-02 06:07:25
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2017-05-02 06:07:25
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2019-11-01 17:32:45
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-11-01 17:32:45
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2019-11-01 17:32:45
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2019-11-01 17:32:45
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2019-11-01 17:32:45
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-11-01 17:32:45
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2019-11-01 17:32:45
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2019-11-01 17:32:45
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2019-11-01 17:32:45
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2019-11-01 17:32:45
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2019-11-01 17:32:45
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2019-11-01 17:32:45
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2019-11-01 17:32:45
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2019-11-01 17:32:45
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2019-11-01 17:32:45
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2019-11-01 17:32:45
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-11-01 17:32:45
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2019-11-01 17:32:45
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2019-11-01 17:32:45
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2019-11-01 17:32:45
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2019-11-01 17:32:45
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2019-11-01 17:32:45
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2019-11-01 17:32:45
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2019-11-01 17:32:45
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2019-11-01 17:32:45
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2019-11-01 17:32:45
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2019-11-01 17:32:45
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2019-11-01 17:32:45
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2019-11-01 17:32:45
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2019-11-01 17:32:45
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2019-11-01 17:32:45
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-11-01 17:32:45
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-11-01 17:32:45
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2019-11-01 17:32:45
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2019-11-01 17:32:45
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2019-11-01 17:32:45
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2019-11-01 17:32:45
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2019-11-01 17:32:45
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2019-11-01 17:32:45
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2019-11-01 17:32:45
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-11-01 17:32:45
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-11-01 17:32:45
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-11-01 17:32:45
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2019-11-01 17:32:45
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-11-01 17:32:45
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2019-11-01 17:32:45
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2019-11-01 17:32:45
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2019-11-01 17:32:45
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2019-11-01 17:32:45
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2019-11-01 17:32:45
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2019-11-01 17:32:45
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2019-11-01 17:32:45
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2019-11-01 17:32:45
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2019-11-01 17:32:45
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2019-11-01 17:32:45
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2019-11-01 17:32:45
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2019-11-01 17:32:45
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2019-11-01 17:32:45
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2019-11-01 17:32:45
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2019-11-01 17:32:45
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2019-11-01 17:32:45
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2019-11-01 17:32:45
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2019-11-01 17:32:45
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2019-11-01 17:32:45
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2019-11-01 17:32:45
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2019-11-01 17:32:45
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2019-11-01 17:32:45
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2019-11-01 17:32:45
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2019-11-01 17:32:45
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2019-11-01 17:32:45
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2019-11-01 17:32:45
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2019-11-01 17:32:45
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2019-11-01 17:32:45
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-11-01 17:32:45
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2019-11-01 17:32:45
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2019-11-01 17:32:45
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2019-11-01 17:32:45
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2019-11-01 17:32:45
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2019-11-01 17:32:45
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2019-11-01 17:32:45
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2019-11-01 17:32:45
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2019-11-01 17:32:45
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2019-11-01 17:32:45
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2019-11-01 17:32:45
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2019-11-01 17:32:45
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2019-11-01 17:32:45
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2019-11-01 17:32:45
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2019-11-01 17:32:45
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2019-11-01 17:32:45
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2019-11-01 17:32:45
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2019-11-01 17:32:45
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2019-11-01 17:32:45
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2019-11-01 17:32:45
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2019-11-01 17:32:45
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2019-11-01 17:32:45
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2019-11-01 17:32:45
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2019-11-01 17:32:45
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2019-11-01 17:32:45
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2019-11-01 17:32:45
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2019-11-01 17:32:45
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2018-10-31 19:32:12
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-10-31 19:32:12
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2018-10-31 19:32:12
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2018-10-31 19:32:12
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2018-10-31 19:32:12
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-10-31 19:32:12
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2018-10-31 19:32:12
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2018-10-31 19:32:12
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2018-10-31 19:32:12
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2018-10-31 19:32:12
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2018-10-31 19:32:12
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2018-10-31 19:32:12
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2018-10-31 19:32:12
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2018-10-31 19:32:12
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2018-10-31 19:32:12
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2018-10-31 19:32:12
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-10-31 19:32:12
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2018-10-31 19:32:12
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2018-10-31 19:32:12
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2018-10-31 19:32:12
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2018-10-31 19:32:12
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2018-10-31 19:32:12
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2018-10-31 19:32:12
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2018-10-31 19:32:12
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2018-10-31 19:32:12
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2018-10-31 19:32:12
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2018-10-31 19:32:12
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2018-10-31 19:32:12
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2018-10-31 19:32:12
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2018-10-31 19:32:12
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-10-31 19:32:12
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-10-31 19:32:12
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-10-31 19:32:12
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2018-10-31 19:32:12
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2018-10-31 19:32:12
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2018-10-31 19:32:12
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2018-10-31 19:32:12
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2018-10-31 19:32:12
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2018-10-31 19:32:12
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2018-10-31 19:32:12
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-10-31 19:32:12
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-10-31 19:32:12
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-10-31 19:32:12
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2018-10-31 19:32:12
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-10-31 19:32:12
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2018-10-31 19:32:12
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-10-31 19:32:12
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2018-10-31 19:32:12
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2018-10-31 19:32:12
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2018-10-31 19:32:12
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2018-10-31 19:32:12
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2018-10-31 19:32:12
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2018-10-31 19:32:12
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2018-10-31 19:32:12
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2018-10-31 19:32:12
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2018-10-31 19:32:12
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2018-10-31 19:32:12
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2018-10-31 19:32:12
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2018-10-31 19:32:12
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2018-10-31 19:32:12
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2018-10-31 19:32:12
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2018-10-31 19:32:12
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2018-10-31 19:32:12
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2018-10-31 19:32:12
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2018-10-31 19:32:12
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2018-10-31 19:32:12
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2018-10-31 19:32:12
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2018-10-31 19:32:12
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2018-10-31 19:32:12
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2018-10-31 19:32:12
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2018-10-31 19:32:12
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2018-10-31 19:32:12
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2018-10-31 19:32:12
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-10-31 19:32:12
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2018-10-31 19:32:12
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2018-10-31 19:32:12
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2018-10-31 19:32:12
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2018-10-31 19:32:12
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2018-10-31 19:32:12
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2018-10-31 19:32:12
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2018-10-31 19:32:12
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2018-10-31 19:32:12
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2018-10-31 19:32:12
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2018-10-31 19:32:12
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2018-10-31 19:32:12
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2018-10-31 19:32:12
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2018-10-31 19:32:12
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2018-10-31 19:32:12
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2018-10-31 19:32:12
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2018-10-31 19:32:12
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2018-10-31 19:32:12
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2018-10-31 19:32:12
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2018-10-31 19:32:12
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2018-10-31 19:32:12
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2018-10-31 19:32:12
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2018-10-31 19:32:12
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2018-10-31 19:32:12
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2018-10-31 19:32:12
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2018-10-31 19:32:12
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2018-10-31 19:32:12
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2019-07-20 02:26:22
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-07-20 02:26:22
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2019-07-20 02:26:22
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2019-07-20 02:26:22
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2019-07-20 02:26:22
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-07-20 02:26:22
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2019-07-20 02:26:22
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2019-07-20 02:26:22
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2019-07-20 02:26:22
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2019-07-20 02:26:22
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2019-07-20 02:26:22
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2019-07-20 02:26:22
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2019-07-20 02:26:22
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2019-07-20 02:26:22
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2019-07-20 02:26:22
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2019-07-20 02:26:22
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-07-20 02:26:22
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2019-07-20 02:26:22
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2019-07-20 02:26:22
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2019-07-20 02:26:22
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2019-07-20 02:26:22
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2019-07-20 02:26:22
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2019-07-20 02:26:22
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2019-07-20 02:26:22
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2019-07-20 02:26:22
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2019-07-20 02:26:22
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2019-07-20 02:26:22
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2019-07-20 02:26:22
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2019-07-20 02:26:22
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2019-07-20 02:26:22
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2019-07-20 02:26:22
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-07-20 02:26:22
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-07-20 02:26:22
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2019-07-20 02:26:22
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2019-07-20 02:26:22
